,uid,dateTime,deviceId,lat,long,pm1_0,pm2_5,pm10
0,143aac9e-f5ba-4669-b523-495434ba83eb,2020-11-07 00:18:22+05:30,10000000dc5bb76b,28.579346,77.23111,171.0,298.0,319.0
1,d45f4ab3-c2df-417f-a7c0-59c489168cf4,2020-11-07 00:18:25+05:30,10000000dc5bb76b,28.579346,77.2311052,170.0,301.0,323.0
2,24e78b21-d673-4e09-8c3c-cdbbbc2537e0,2020-11-07 00:18:27+05:30,10000000dc5bb76b,28.579346,77.231102,172.0,307.0,330.0
3,1253b689-8e1e-4501-a702-4d94d7227b43,2020-11-07 00:18:30+05:30,10000000dc5bb76b,28.579346,77.231094,172.0,305.0,331.0
4,76e38b8d-3ddc-4225-89b0-48ecde4230e0,2020-11-07 00:18:32+05:30,10000000dc5bb76b,28.579347142857145,77.23108742857143,171.0,305.0,329.0
5,0d3bb40f-9b07-42a8-b6e6-d483c78b4489,2020-11-07 00:18:34+05:30,10000000dc5bb76b,28.57934828571429,77.23108085714286,171.0,299.0,320.0
6,ac9f1200-0ced-41e8-89e6-a84d8f0fd9e1,2020-11-07 00:18:37+05:30,10000000dc5bb76b,28.57935,77.231071,170.0,297.0,321.0
7,1b1dc761-eb03-46df-8507-8bdc795cbcf4,2020-11-07 00:18:40+05:30,10000000dc5bb76b,28.57935,77.23107074766355,172.0,299.0,333.0
8,f8c564b8-bcb7-49ac-8164-fd6c0f50a7ce,2020-11-07 00:24:21+05:30,0000000024568afd,28.57920609242144,77.22899597412199,192.0,333.0,361.0
9,5bf639b9-c993-474d-b5ed-03703856fc85,2020-11-07 00:24:23+05:30,0000000024568afd,28.579206,77.228996,194.0,335.0,359.0
10,397b06b9-5310-459e-bcab-b65a51d2bb05,2020-11-07 00:24:26+05:30,0000000024568afd,28.579206,77.228996,194.0,333.0,359.0
11,3ee7dc6a-123a-4cb7-967c-a51296df057e,2020-11-07 00:24:28+05:30,0000000024568afd,28.579206,77.228996,193.0,335.0,356.0
12,394855ed-8ceb-4a89-82c0-13e27c271ece,2020-11-07 00:24:31+05:30,0000000024568afd,28.579206,77.228996,194.0,337.0,355.0
13,26ce1461-7c19-4800-bf39-b00dff556dc5,2020-11-07 00:24:34+05:30,0000000024568afd,28.579206,77.228993375,192.0,335.0,358.0
14,8a0377f3-2ca6-4350-be96-4b4b2292c931,2020-11-07 00:24:36+05:30,0000000024568afd,28.579206,77.22899162499998,188.0,333.0,355.0
15,d18bba6d-12db-47d2-b2df-7df339667b6a,2020-11-07 00:24:39+05:30,0000000024568afd,28.579206,77.228989,189.0,339.0,360.0
16,495685ec-f8eb-4612-8957-919c5fb5bb1d,2020-11-07 00:24:42+05:30,0000000024568afd,28.579204500000003,77.228985,189.0,345.0,369.0
17,ec9f3bf2-ab7e-4118-9b7e-ac0c788feda3,2020-11-07 00:24:45+05:30,0000000024568afd,28.579203000000003,77.228981,190.0,343.0,369.0
18,b3da7a6d-457b-40f8-b744-b22034fd5763,2020-11-07 00:24:48+05:30,0000000024568afd,28.579203000000003,77.228981,189.0,341.0,371.0
19,3ff0fcf5-e2c5-4bcc-aa9a-36b0825ab554,2020-11-07 00:24:50+05:30,0000000024568afd,28.579203000000003,77.228981,190.0,341.0,367.0
20,172ea75d-b236-48e5-aef2-d9ffae43accb,2020-11-07 00:24:53+05:30,0000000024568afd,28.579203000000003,77.228981,191.0,349.0,374.0
21,860fc4d3-5637-4fd6-ba29-573fc45c5977,2020-11-07 00:24:56+05:30,0000000024568afd,28.579198200000004,77.2289858,192.0,346.0,371.0
22,dbb2a683-d59f-4971-9344-5e4bc790d8d1,2020-11-07 00:24:58+05:30,0000000024568afd,28.579195,77.228989,191.0,345.0,369.0
23,c72ea249-55bd-47c2-8d04-89a907a2e7fa,2020-11-07 00:25:01+05:30,0000000024568afd,28.579195,77.228989,191.0,339.0,362.0
24,337c5992-bf5b-41c0-bdbb-f21e03d1263f,2020-11-07 00:25:04+05:30,0000000024568afd,28.579192600000002,77.228989,190.0,339.0,362.0
25,1d5e2e27-830a-47b0-bc93-4e0045c6b29c,2020-11-07 00:25:06+05:30,0000000024568afd,28.579191,77.228989,190.0,340.0,363.0
26,510637e3-4f29-4bee-8b67-3501cc43df7b,2020-11-07 00:25:09+05:30,0000000024568afd,28.579191,77.228996,191.0,340.0,361.0
27,5283574d-d0a3-414a-8d54-28c8bf92dd94,2020-11-07 00:25:12+05:30,0000000024568afd,28.579191,77.228996,190.0,343.0,367.0
28,01fd9fed-9f57-441e-b2f1-9f25597ae2c3,2020-11-07 00:25:14+05:30,0000000024568afd,28.579191,77.228996,189.0,342.0,369.0
29,4cda546d-9e76-4c54-9d04-8853e648c7cc,2020-11-07 00:25:17+05:30,0000000024568afd,28.5791925,77.22900200000002,189.0,343.0,369.0
30,d86ea140-455d-40e9-9bc2-c55808fabeb7,2020-11-07 00:36:16+05:30,0000000029c36345,28.579454375,77.22981300000002,203.0,361.0,381.0
31,7667bff9-db8b-4dea-8b8f-2d3ef1b7c559,2020-11-07 00:36:19+05:30,0000000029c36345,28.579451,77.22981300000002,203.0,365.0,385.0
32,7ab1d07f-e6da-4858-8620-664b35e71247,2020-11-07 00:36:22+05:30,0000000029c36345,28.5794462,77.22980820000002,205.0,367.0,391.0
33,3dfe852b-874b-46d9-b242-198df6539801,2020-11-07 00:36:24+05:30,0000000029c36345,28.579443,77.229805,205.0,367.0,391.0
34,c874e109-b543-4ef8-9a4b-7bd386f083b9,2020-11-07 00:36:27+05:30,0000000029c36345,28.57943400000001,77.22979120000002,203.0,367.0,391.0
35,42a6c046-78c0-431e-b2fe-dd08071a3cde,2020-11-07 00:36:29+05:30,0000000029c36345,28.579428000000004,77.229782,202.0,372.0,396.0
36,fdc32902-c659-470a-8d89-b515e9a0e24f,2020-11-07 00:36:32+05:30,0000000029c36345,28.579418,77.22976700000002,201.0,371.0,394.0
37,c13cf536-d83a-4214-b9ed-3c0a19ce9365,2020-11-07 00:36:35+05:30,0000000029c36345,28.5794114,77.22976220000002,202.0,369.0,393.0
38,7f3116b5-dff6-47bc-86f9-42a727028bbb,2020-11-07 00:36:37+05:30,0000000029c36345,28.579407,77.229759,205.0,368.0,388.0
39,4f05282c-7ce8-4b83-81b2-fbb87fb544cf,2020-11-07 00:36:40+05:30,0000000029c36345,28.579413375,77.229764625,205.0,371.0,387.0
40,ab84780d-41fb-412a-9101-a38115253dec,2020-11-07 00:36:42+05:30,0000000029c36345,28.579417625,77.229768375,207.0,369.0,385.0
