,uid,dateTime,deviceId,lat,long,pm1_0,pm2_5,pm10
0,d336903d-8fdf-4c29-85d4-e5d41ddee83b,2020-11-05 01:09:12+05:30,10000000dc5bb76b,28.579485,77.232857,195.0,389.0,444.0
1,76dcb180-6efd-42bc-9100-495423b66989,2020-11-05 01:09:15+05:30,10000000dc5bb76b,28.579466,77.23283799999999,194.0,389.0,445.0
2,c87c7da3-4d14-44a3-9c47-2996e63564e0,2020-11-05 01:09:18+05:30,10000000dc5bb76b,28.579447,77.23281899999998,193.0,386.0,441.0
3,1608f200-6c89-4adb-99a3-a4904d9692c5,2020-11-05 01:13:00+05:30,10000000dc5bb76b,28.579301714285716,77.232864,193.0,380.0,422.0
4,bf2eab7c-47ea-41d0-854b-4f46852dcdd1,2020-11-05 01:13:03+05:30,10000000dc5bb76b,28.579309,77.232864,191.0,376.0,414.0
5,992e3935-3f66-4bba-9cde-54d2d50edca1,2020-11-05 01:13:06+05:30,10000000dc5bb76b,28.579310999999997,77.2328605,193.0,371.0,409.0
6,25622770-67b0-4976-96ca-988c4657f986,2020-11-05 01:13:09+05:30,10000000dc5bb76b,28.579313,77.232857,195.0,374.0,414.0
7,f0676757-55f2-49a5-aed8-48f950ce97ae,2020-11-05 01:13:12+05:30,10000000dc5bb76b,28.579313036661034,77.2328582605753,198.0,378.0,419.0
8,21372cd1-df80-4b6c-a3d8-bc82c8e26832,2020-11-05 01:13:14+05:30,10000000dc5bb76b,28.579313061101715,77.23285910095882,195.0,367.0,414.0
9,5b9f1a32-eb96-4fb8-bd20-e72435a20788,2020-11-05 01:36:59+05:30,0000000024568afd,28.579672,77.234329,199.0,396.0,421.0
10,e84e569c-d88f-4f67-bbdf-2eaa70cd448f,2020-11-05 01:37:02+05:30,0000000024568afd,28.579655,77.234337,198.0,397.0,426.0
11,447fa34b-3c00-4e12-8d56-b870576efc1c,2020-11-05 01:37:05+05:30,0000000024568afd,28.579653532608692,77.23433748913044,194.0,390.0,418.0
12,05337d34-a512-4b33-b60d-058e05006f5a,2020-11-05 01:41:17+05:30,0000000024568afd,28.5795476,77.2343718,195.0,385.0,417.0
13,0add8227-c847-43d2-8595-9af51f45637c,2020-11-05 01:41:19+05:30,0000000024568afd,28.579546,77.234375,196.0,382.0,415.0
14,a3a187db-fce8-4cd0-a350-f46f4145d98a,2020-11-05 01:41:22+05:30,0000000024568afd,28.57954,77.234375,201.0,392.0,422.0
15,b390f68b-1cfd-4082-a6c9-ae809216a10c,2020-11-05 01:41:25+05:30,0000000024568afd,28.57954,77.234367,200.0,384.0,418.0
16,34aba95e-db10-427c-a5c2-8108734b7790,2020-11-05 01:41:28+05:30,0000000024568afd,28.57954,77.234367,204.0,386.0,419.0
17,1ca0f963-4241-443a-90b7-88dd0d7fc099,2020-11-05 01:41:31+05:30,0000000024568afd,28.57954,77.234367,201.0,384.0,418.0
18,bdad231d-455c-47ec-8690-326efa22a055,2020-11-05 01:46:01+05:30,0000000024568afd,28.579557,77.234375,197.0,377.0,404.0
19,8e6d9da2-ad82-49fb-965e-be13eb599f39,2020-11-05 01:46:04+05:30,0000000024568afd,28.5795555,77.234375,206.0,400.0,429.0
20,3c6885df-81aa-4c60-a301-b1960d86e5b7,2020-11-05 01:46:07+05:30,0000000024568afd,28.579554,77.234375,203.0,397.0,429.0
21,f2086932-fd89-453a-ab93-8cedbdc58c8d,2020-11-05 01:46:10+05:30,0000000024568afd,28.579557,77.234375,203.0,398.0,435.0
22,17c599c9-75ab-439c-a18c-19f80131874c,2020-11-05 01:46:13+05:30,0000000024568afd,28.579561,77.234375,202.0,396.0,429.0
23,d209e074-e6cc-45e8-bb4a-6abf59fa2fe4,2020-11-05 01:46:16+05:30,0000000024568afd,28.579565,77.234375,199.0,391.0,426.0
24,95f7d43c-3163-4cf9-a13f-5dad7b02280a,2020-11-05 01:46:19+05:30,0000000024568afd,28.5795728,77.2343702,200.0,396.0,434.0
25,356abf07-7e69-44ba-bf9a-20487136228a,2020-11-05 01:46:21+05:30,0000000024568afd,28.579578,77.234367,200.0,392.0,430.0
26,175958aa-84b5-4ec9-b73f-d4f0d7970b7d,2020-11-05 01:46:24+05:30,0000000024568afd,28.579590000000003,77.23436,202.0,390.0,429.0
27,837d014f-d1c2-4934-9188-b920b359f73b,2020-11-05 01:46:27+05:30,0000000024568afd,28.579590000000003,77.23436,203.0,391.0,425.0
28,1a877d69-2c8d-4662-8f49-f9fd193d29cf,2020-11-05 01:46:30+05:30,0000000024568afd,28.579590000000003,77.23436,202.0,390.0,428.0
29,e5881658-fbd7-44b2-a633-e1c9b3c389cc,2020-11-05 01:46:33+05:30,0000000024568afd,28.579594,77.234352,204.0,395.0,429.0
30,dc0477e4-9f29-47f2-a2f7-54661d30c5a5,2020-11-05 01:46:36+05:30,0000000024568afd,28.579594,77.234352,205.0,393.0,425.0
31,ec8c87a5-f9ed-4653-aae8-dd21552a1d46,2020-11-05 01:46:38+05:30,0000000024568afd,28.579594,77.234352,204.0,392.0,422.0
32,05b8e8d8-c369-45da-a36d-7c5324f2dc91,2020-11-05 01:46:44+05:30,0000000024568afd,28.579586,77.234352,203.0,390.0,430.0
33,63f950f6-794b-41a7-acc1-b9920bf4e178,2020-11-05 01:46:47+05:30,0000000024568afd,28.579573,77.234352,202.0,393.0,432.0
34,e13fee6d-c884-41ca-bd83-86b521685bc2,2020-11-05 01:46:50+05:30,0000000024568afd,28.579573,77.234352,203.0,390.0,427.0
35,7fbd7021-a29f-49e1-bc46-f1ca3218b863,2020-11-05 01:46:53+05:30,0000000024568afd,28.579578,77.234352,202.0,392.0,431.0
36,52e8d624-87ec-438f-b57e-2cdaa1f52ce5,2020-11-05 01:46:56+05:30,0000000024568afd,28.579582799999997,77.2343472,202.0,391.0,431.0
37,80b98828-4dc7-4c71-a6a7-31f240746686,2020-11-05 01:46:58+05:30,0000000024568afd,28.579586,77.234344,201.0,393.0,432.0
38,7c08a18e-0e4a-4e68-b8a6-99f8ec193d47,2020-11-05 01:47:01+05:30,0000000024568afd,28.579569,77.234344,199.0,387.0,423.0
39,4077cd76-85f7-43a3-b0f8-4da59510813b,2020-11-05 01:47:04+05:30,0000000024568afd,28.57955,77.234344,199.0,384.0,421.0
40,5bb998c7-5a03-4c8e-9617-783ac6fabf4a,2020-11-05 01:47:07+05:30,0000000024568afd,28.579546,77.234337,199.0,388.0,428.0
41,12cef906-7a56-4665-8d7b-cd061de49473,2020-11-05 01:47:10+05:30,0000000024568afd,28.57953100000001,77.234337,199.0,392.0,435.0
42,c741f21d-f1b3-4a99-9b88-0b925d380ae9,2020-11-05 01:47:12+05:30,0000000024568afd,28.579521000000003,77.234337,198.0,391.0,433.0
43,8dec7118-2741-40d0-a76f-f574c30aa7a7,2020-11-05 01:47:15+05:30,0000000024568afd,28.579512,77.234344,199.0,395.0,433.0
44,d4106a2c-6408-44e0-b330-99ed689da223,2020-11-05 01:47:18+05:30,0000000024568afd,28.579496,77.234344,200.0,399.0,440.0
45,e8b4c14e-5126-4c18-8fd8-0d9f09bfcebc,2020-11-05 01:47:21+05:30,0000000024568afd,28.579479,77.234344,197.0,394.0,431.0
46,2e4711f3-bc51-49e2-884f-e5126340e03d,2020-11-05 01:47:24+05:30,0000000024568afd,28.5794622,77.234344,198.0,389.0,423.0
