,uid,dateTime,deviceId,lat,long,pm1_0,pm2_5,pm10
0,3b2a0c72-e6b6-427e-8e80-1b824d854cc0,2020-11-10 00:01:24+05:30,0000000029c36345,28.579530494623647,77.23539979569892,259.0,576.0,632.0
1,9c0f059c-21b5-43cf-b4d3-2c6b45cba874,2020-11-10 00:01:32+05:30,0000000029c36345,28.579536,77.235497,263.0,572.0,634.0
2,6a677680-64c1-489c-b8e5-6b8ee9d7ba73,2020-11-10 00:01:35+05:30,0000000029c36345,28.579533,77.235489,259.0,569.0,631.0
3,34f6d090-65c2-42e2-a3a2-f5d788d80559,2020-11-10 00:01:38+05:30,0000000029c36345,28.579521000000003,77.235512,258.0,566.0,629.0
4,fe3971e8-a796-45af-b363-acc39243433b,2020-11-10 00:01:41+05:30,0000000029c36345,28.579521000000003,77.23552099999998,259.0,570.0,647.0
5,6732b184-eee0-4ac3-b032-339e1b0402c1,2020-11-10 00:01:43+05:30,0000000029c36345,28.579521000000003,77.235527,254.0,573.0,649.0
6,8a1b0f50-ccfe-4f81-9cba-387f361f097f,2020-11-10 00:01:46+05:30,0000000029c36345,28.579533,77.235519,257.0,576.0,646.0
7,10399e67-7e3e-4f26-bc91-7ee9114afc18,2020-11-10 00:01:49+05:30,0000000029c36345,28.579533,77.2355328,257.0,575.0,649.0
8,30e5e9dd-9269-41cc-a135-e701a332cc54,2020-11-10 00:01:51+05:30,0000000029c36345,28.579533,77.23554200000002,257.0,575.0,650.0
9,f22509a2-b5d9-4983-a0e5-f753259704df,2020-11-10 00:01:54+05:30,0000000029c36345,28.57954,77.235519,260.0,580.0,655.0
10,dc786975-3419-4a0f-91c1-616d1cd1006d,2020-11-10 00:01:57+05:30,0000000029c36345,28.579543599999997,77.2355238,261.0,583.0,652.0
11,4f325817-1fe3-46a9-baa9-f51393ba5e46,2020-11-10 00:01:59+05:30,0000000029c36345,28.579546,77.235527,261.0,585.0,653.0
12,4c57c8b7-1967-4900-ad67-250100c6796a,2020-11-10 00:02:02+05:30,0000000029c36345,28.579536,77.23554200000002,259.0,584.0,651.0
13,ecc27376-481e-42d5-a06e-13107b603014,2020-11-10 00:02:05+05:30,0000000029c36345,28.579536,77.23554200000002,258.0,583.0,646.0
14,b79ea7e5-78e9-4d54-bec8-52e8f05ec98a,2020-11-10 00:02:08+05:30,0000000029c36345,28.579521600000003,77.23554680000002,257.0,585.0,651.0
15,2775e03b-b6fb-4178-b334-e4dda1bf132a,2020-11-10 00:02:10+05:30,0000000029c36345,28.579512,77.23555,258.0,577.0,639.0
16,499f7eb8-f30f-43e9-aa27-24c2a1b3dc53,2020-11-10 00:02:13+05:30,0000000029c36345,28.579512,77.23555,259.0,574.0,634.0
17,1a7a2d04-8392-4adb-9895-d11e464c24bf,2020-11-10 00:08:44+05:30,00000000078e6811,28.57911786,77.2281279,259.0,576.0,693.0
18,0392e7c4-bc26-4b7f-b134-5964a3a7c98b,2020-11-10 00:08:46+05:30,00000000078e6811,28.579117100000005,77.2281285,261.0,571.0,695.0
19,55e14eb0-06d5-46c7-bd6c-baa699e9214f,2020-11-10 00:11:57+05:30,0000000024568afd,28.57935062721893,77.23432944970416,258.0,616.0,693.0
20,b10efa37-9003-4c22-b96f-55261f47a273,2020-11-10 00:11:59+05:30,0000000024568afd,28.57935,77.234329,258.0,613.0,691.0
21,de33e4b1-b905-4e71-bf19-3ee5bdfd035d,2020-11-10 00:12:02+05:30,0000000024568afd,28.5793476,77.2343338,258.0,611.0,698.0
22,72ceae02-db43-4af8-93f3-df4325ebed48,2020-11-10 00:12:04+05:30,0000000024568afd,28.579346,77.234337,258.0,613.0,700.0
23,52cc1202-a4fa-4b19-8f8b-70729634c12a,2020-11-10 00:12:07+05:30,0000000024568afd,28.5793436,77.23433220000003,257.0,619.0,708.0
24,30120592-43d0-470f-868a-222f0adc6643,2020-11-10 00:12:09+05:30,0000000024568afd,28.579342,77.234329,254.0,624.0,710.0
25,be1020ad-1343-4bc6-ab59-0ea61e4a8ea8,2020-11-10 00:12:12+05:30,0000000024568afd,28.579342666666665,77.23433033333333,256.0,626.0,709.0
26,bf660b92-b86f-43b2-8be2-a65040fd970b,2020-11-10 00:12:15+05:30,0000000024568afd,28.57934333333333,77.23433166666666,255.0,626.0,704.0
27,a6b1b1c3-3243-41f1-9285-f0f3e505ea97,2020-11-10 00:12:17+05:30,0000000024568afd,28.579343777777765,77.23433255555554,257.0,627.0,701.0
28,aea9030f-b927-4299-8bfb-cc7d428506f0,2020-11-10 00:12:27+05:30,0000000024568afd,28.579346,77.234337,261.0,613.0,682.0
29,32656405-d8b6-4c50-bc69-75c946f0fa43,2020-11-10 00:12:30+05:30,0000000024568afd,28.579346,77.2343391,258.0,607.0,679.0
30,19e778c2-be31-4611-ba5d-ca76f0a294a9,2020-11-10 00:12:32+05:30,0000000024568afd,28.579346,77.2343405,260.0,605.0,681.0
31,dfb32a57-0cff-4e9b-bb88-ee438a153105,2020-11-10 00:12:35+05:30,0000000024568afd,28.579346,77.23434259999998,259.0,613.0,690.0
32,10c77a72-01d8-49b6-8551-8280b84d5fec,2020-11-10 00:12:37+05:30,0000000024568afd,28.579346,77.234344,257.0,615.0,693.0
33,9d9e9615-4fb8-4daa-b5ba-81099aa14255,2020-11-10 00:12:40+05:30,0000000024568afd,28.5793493,77.234344,258.0,619.0,686.0
34,20de6e8c-4a76-42b6-aed1-de42ad622a84,2020-11-10 00:12:42+05:30,0000000024568afd,28.5793515,77.234344,256.0,621.0,696.0
35,40ca56d2-1a9c-4d4e-9db5-93c542c6a073,2020-11-10 00:12:45+05:30,0000000024568afd,28.5793548,77.234344,256.0,629.0,708.0
36,22f0b7bc-34a2-4cf6-8d6d-02fbd3289df3,2020-11-10 00:12:47+05:30,0000000024568afd,28.579357,77.234344,255.0,636.0,710.0
37,7d66ab1e-e614-43a9-8833-f086b34f4958,2020-11-10 00:12:50+05:30,0000000024568afd,28.579348375,77.234344,255.0,629.0,705.0
38,92ea9701-2b0e-4f66-b6b2-69820d734f95,2020-11-10 00:12:52+05:30,0000000024568afd,28.579342625,77.234344,254.0,628.0,707.0
39,f6d6b728-863f-471b-88ad-74e730c7d680,2020-11-10 00:12:55+05:30,0000000024568afd,28.57933400000001,77.234344,257.0,631.0,713.0
40,42d68ab5-260b-4d9f-b9d7-36009f29aa83,2020-11-10 00:12:58+05:30,0000000024568afd,28.579317,77.234337,254.0,625.0,707.0
41,e5ee9aea-921e-4d2f-8e07-c66716c4fe3a,2020-11-10 00:13:01+05:30,0000000024568afd,28.5793218,77.23434119999997,253.0,618.0,705.0
42,a1be3802-da4d-46f3-8538-1cb98f03f0f6,2020-11-10 00:13:03+05:30,0000000024568afd,28.579325,77.234344,247.0,603.0,684.0
43,ee2f1502-8a7d-461e-87ff-1401958f960e,2020-11-10 00:13:06+05:30,0000000024568afd,28.579327399999997,77.23434879999998,251.0,620.0,700.0
44,8d9a19b5-8741-4a4c-85d8-fd23d07dbc80,2020-11-10 00:13:08+05:30,0000000024568afd,28.579329,77.234352,248.0,617.0,695.0
45,bbe7e0c1-1de4-4895-ac94-0ba376dfb6c6,2020-11-10 00:13:11+05:30,0000000024568afd,28.579329,77.234352,247.0,618.0,693.0
46,8ca0f8a5-9633-4af8-b65a-47bf28292e3a,2020-11-10 00:13:13+05:30,0000000024568afd,28.579329,77.234352,247.0,621.0,704.0
47,ceaeb703-76f5-4ec6-938f-def1019f42c1,2020-11-10 00:13:16+05:30,0000000024568afd,28.579334399999997,77.234352,248.0,622.0,704.0
