,uid,dateTime,deviceId,lat,long,pm1_0,pm2_5,pm10
0,"bce1f8c6-e47c-451f-b6f1-6b6839fc956c
",2020-11-26 00:03:18+05:30,00000000812d59d2,28.57937133333333,77.22712966666667,107.0,190.0,207.0
1,"974c9759-7c69-4cc9-8c17-f4ae39403afd
",2020-11-26 00:03:20+05:30,00000000812d59d2,28.57937,77.227127,108.0,194.0,211.0
2,"532485d4-235f-4751-85d7-871eed3eb047
",2020-11-26 00:03:23+05:30,00000000812d59d2,28.57937,77.227127,106.0,189.0,208.0
3,"63661c58-4e3b-4587-b481-24e0f61e2fd0
",2020-11-26 00:03:28+05:30,00000000812d59d2,28.57937,77.227127,107.0,189.0,203.0
4,"66f46c89-0b7f-4603-99cd-bfecb1ecd869
",2020-11-26 00:03:30+05:30,00000000812d59d2,28.57937,77.227127,109.0,191.0,206.0
5,"38d2ba39-12de-4899-aad2-eba0d0595a6a
",2020-11-26 00:03:33+05:30,00000000812d59d2,28.5793682,77.227127,109.0,189.0,204.0
6,"d3206935-783c-46a3-808e-37cdd73cd29f
",2020-11-26 00:03:35+05:30,00000000812d59d2,28.579367,77.227127,109.0,190.0,201.0
7,"8264ba47-a8d2-4a1b-965d-077c988971a2
",2020-11-26 00:03:38+05:30,00000000812d59d2,28.579367,77.227127,111.0,194.0,205.0
8,"20fbccc6-cd2d-4c09-a974-af5f1f2367fe
",2020-11-26 00:03:47+05:30,00000000812d59d2,28.579363,77.22711899999999,113.0,198.0,213.0
9,"463d4003-9769-4346-a126-ff993c05594f
",2020-11-26 00:08:03+05:30,00000000980cc94b,28.579468,77.233032,122.0,197.0,211.0
10,"954fd185-d5fa-44cc-bb7e-2f4da0366561
",2020-11-26 00:08:06+05:30,00000000980cc94b,28.579472,77.23304,123.0,201.0,215.0
11,"ebacf22f-f83b-4777-93bc-5606697f53b9
",2020-11-26 00:08:09+05:30,00000000980cc94b,28.579468,77.23304,123.0,201.0,218.0
12,"816e1b91-b277-461b-99e4-bace81a91579
",2020-11-26 00:08:12+05:30,00000000980cc94b,28.579464,77.233047,123.0,203.0,218.0
13,"8cce10d2-b57f-41fd-aba9-10d0734d5eda
",2020-11-26 00:08:15+05:30,00000000980cc94b,28.579464,77.233047,121.0,205.0,219.0
14,"1c00e121-fde1-4027-80a8-1c07a8bcfcb1
",2020-11-26 00:08:18+05:30,00000000980cc94b,28.579468,77.233047,121.0,206.0,219.0
15,"c5c7ac25-53fd-488e-91ed-d9151b354e11
",2020-11-26 00:08:21+05:30,00000000980cc94b,28.579472,77.233047,121.0,204.0,216.0
16,"4d83c47a-2105-44f4-aa32-8d065dd10806
",2020-11-26 00:08:24+05:30,00000000980cc94b,28.579472,77.23305500000002,121.0,203.0,215.0
17,"569aa9fb-7f20-4165-b7f3-dd2e084960fc
",2020-11-26 00:08:27+05:30,00000000980cc94b,28.579468,77.233063,119.0,200.0,214.0
18,"7e754662-945f-4f32-b30f-0d952e3e3748
",2020-11-26 00:08:30+05:30,00000000980cc94b,28.57946,77.23307,119.0,193.0,208.0
19,"7a251c01-0d40-4a1f-abfe-d6d12d4a160e
",2020-11-26 00:08:33+05:30,00000000980cc94b,28.579456,77.233078,117.0,191.0,210.0
20,"d5862637-937a-4598-9f9d-24f38a5d655b
",2020-11-26 00:08:36+05:30,00000000980cc94b,28.579451,77.233078,117.0,189.0,205.0
21,"13c57ce0-e800-4223-8396-aa7a4cf39488
",2020-11-26 00:11:52+05:30,00000000812d59d2,28.57935245454545,77.22715,111.0,187.0,192.0
22,"7757d501-b1de-41c0-aa25-0190eac2b467
",2020-11-26 00:11:54+05:30,00000000812d59d2,28.579353,77.22715,110.0,185.0,192.0
